Name,Geber,Art,NJahr,Anschrift,Politikbereich,Zweck,Betrag
1. Squashverein Pankow e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2016,"Böttnerstraße 33, 13125 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,483
1. Traber-Fußball Club Mariendorf e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Halskestraße 11, 12167 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,776
1. Verein für Leichtathletik Fortuna Marzahn,Senatsverwaltung für Inneres und Sport,Projektförderung,2018,"Bahnstraße 43, 16356 Ahrensfelde",Sport,Masterplan / Sportangebote für geflüchtete Menschen,3350
1. Verein für Leichtathletik Fortuna Marzahn,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Tschudistraße 25, 12621 Berlin",Sport,"Durchführung eines Projektes ""Sport im Park""",4920
1. Verein für Leichtathletik FORTUNA Marzahn e. V.,Bezirksamt Lichtenberg,Projektförderung,2017,"Bahnstraße 43, 16356 Berlin",Integration,Sport und Integration (Flüchtlingssport in der Leichtathletik),6000
1. Verein für Leichtathletik FORTUNA Marzahn e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2019,"Allee der Kosmonauten 131, 12681 Berlin",Sport,Masterplan für Integration: Flüchtlingssport in der Leichtathletik,5500
1. Verein für Leichtathletik FORTUNA Marzahn e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2020,"Eisenacher Straße 125, 12685 Berlin",Sport,Masterplan für Integration: Flüchtlingssport in der Leichtathletik,6000
1. Verein für Leichtathletik FORTUNA Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2016,"Bahnstrasse 43, 16356 Ahrensfelde",Sport,Kosten für die Beschäftigung von hauptberuflichen Trainern mit Schwerpunkt im Kinder- und Jugendsport,7983
1. Verein für Leichtathletik FORTUNA Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2016,"Bahnstrasse 43, 16356 Ahrensfelde",Sport,Kosten für die Beschäftigung von Übungsleitern,5059
1. Verein für Leichtathletik Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2017,"Bahnstraße 43, 16356 Ahrensfelde",Sport,Kosten für die Beschäftigung von hauptberuflichen Trainern mit Schwerpunkt im Kinder- und Jugendsport,8302
1. Verein für Leichtathletik Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2017,"Bahnstraße 43, 16356 Ahrensfelde",Sport,Kosten für die Beschäftigung von Übungsleitern,4727
1. Verein für Leichtathletik Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2018,"Bahnstraße 43, 16356 Ahrensfelde",Sport,Kosten für die Beschäftigung von Übungsleitern,5989
1. Verein für Leichtathletik Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2018,"Tschudistraße 25, 12621 Berlin",Sport,Kosten für die Beschäftigung von hauptberuflichen Trainern mit Schwerpunkt im Kinder- und Jugendsport,11739
1. Verein für Leichtathletik Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Bahnstraße 43, 16356 Ahrensfelde",Sport,Kosten für die Beschäftigung von Übungsleitern,6797
1. Verein für Leichtathletik Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Tschudistraße 25, 12621 Berlin",Sport,Vereinsentwicklungsprogramm,915
1. Verein für Leichtathletik Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2020,"Tschudistraße
 25, 12621 Berlin",Sport,Kosten für die Beschäftigung von hauptberuflichen Trainerinnen und Trainern mit Schwerpunkt im Kinder- und Jugendsport,19397
1. Verein für Leichtathletik Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2020,"Tschudistraße
 25, 12621 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,12930
1. VfL Fortuna Marzahn,Senatsverwaltung für Inneres und Sport,Projektförderung,2018,"Tschudistraße 25, 12621 Berlin",Sport,Parksport / Laufen in Marzahn,4092
1. VfL Fortuna Marzahn e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2020,"Tschudistraße 25, 12621 Berlin",Sport,Sport im Park,5640
1. Zehlendorfer Karate Verein e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Flanaganstraße 21, 14195 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,232
1.FC Schöneberg 1913 e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2016,"Gotenstraße 24, 10829 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,3761
1.Fußball Club Wacker 1921 Lankwitz,Senatsverwaltung für Inneres und Sport,Projektförderung,2017,"Lichterfelder Ring 111, 12279 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,2604
1.Fußball Club Wacker 1921 Lankwitz,Senatsverwaltung für Inneres und Sport,Projektförderung,2018,"Lichterfelder Ring 111, 12279 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,1470
1.Fußball Club Wacker 1921 Lankwitz,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Lichterfelder Ring 111, 12279 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,1710
1.Fußball Club Wacker 1921 Lankwitz,Senatsverwaltung für Inneres und Sport,Projektförderung,2020,"Lichterfelder Ring 111, 12279 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,2576
1.VfL Fortuna Marzahn,Senatsverwaltung für Inneres und Sport,Projektförderung,2020,"Tschudistraße 25, 12621 Berlin",Sport,Kosten für die Beschäftigung von hauptberuflichen Verwaltungskräften in Sportverbänden und -vereinen als Projekt,3325
100 Cherries GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Johannisberger Straße 10, 14197 Berlin",Wirtschaft,Digitalprämie Berlin,7000
100 Cherries GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Johannisbergerstraße 10, 14197 Berlin",Wirtschaft,Unterstützung der Aufbauphase von Existenzgründungen und Startups,50000
100 Cherries UG (haftungsbeschränkt),"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Johannisbergerstraße 10, 14197 Berlin",Wirtschaft,Unterstützung der Aufbauphase von Existenzgründungen und Startups,50000
100 Prozent UG (haftungsbeschränkt),"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Cottbusser Straße 82, 12627 Berlin",Arbeit,Lohnkostenzuschuss für 100 Prozent UG (haftungsbeschränkt),12000
1000hands AG,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Joachimsthaler Straße 12, 10719 Berlin",Wirtschaft,Digitalprämie Berlin,17000
1000shapes GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Hamerlingweg 5, 14167 Berlin",Wirtschaft,Realisierungsberatung,800
1000shapes GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Hamerlingweg 5, 14167 Berlin",Wirtschaft,Automatisierte Flächenrückführung von Vernetzung anatomischer Strukturen,14700
1219 Deutsche Stiftung für interreligiösen und interkulturellen Dialog e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2017,"Hinter der katholischen Kirche 3, 10117 Berlin","Kirchen, Religions-, Weltanschauungsgemeinschaften",interreligiöse Werkstatt,2200
1219 Deutsche Stiftung für interreligiösen und interkulturellen Dialog e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2018,"Hinter der katholischen Kirche 3, 10117 Berlin","Kirchen, Religions-, Weltanschauungsgemeinschaften",Buchprojekt,700
12grapes GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Badstraße 20, 13357 Berlin",Wirtschaft,"Entwicklung und Vermarktung einer Anwendung im Bereich""Data Mining for People Analytics""",740000
12grapes GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Badstraße 20, 13357 Berlin",Wirtschaft,"Forschungsarbeiten im Bereich ""Data Mining for PeopleAnalytics""",122199
14 Kilometers - the shortest distance between North Africa and Europe e. V.,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Stephanstraße 19, 10559 Berlin",Wirtschaft,14 km Film- und Diskussionsreihe 2016,2000
"14,4km e. V.","Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Boxhagener Straße 57, 10245 Berlin",Wirtschaft,"außerschulische Bildung Projekt ""14km de:kolonial""",3000
"1961, Das Schiff e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2018,"Skalitzer Straße 45, 10997 Berlin",Bildung,Jugendforschungsschiff,50000
2. Prinz Max Emanuel Thurn & Taxis GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Baltrumstraße 43, 13127 Berlin",Wirtschaft,Elektrofahrzeug,12000
20.8 Real Estate GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Monbijouplatz 2, 10178 Berlin",Wirtschaft,Plug-In-Hybrid,3000
24metrics GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Tieckstraße 35, 10115 Berlin",Wirtschaft,"""Traffic Optimizer"", eine innovative Entwicklungsprogrammierung einer IT-Software für Unternehmen und Netzwerke im Online Marketing",20000
24metrics GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Tieckstraße 35, 10115 Berlin",Wirtschaft,"Entwicklung der IT-Software ""Clickshield"" - basierend auf Cloudtechnologien mit dem Ziel von hohen Kosteneinsparungen für Unternehmen im Online Marketing.",20000
2B Productions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Schlesische Straße 27, 10997 Berlin",Wirtschaft,Elektrofahrzeug,11282
2heels4u GmbH,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Askanienring 97, 13587 Berlin",Arbeit,Landeszuschuss für KMU - Lohnkostenzuschuss für 2wheels4u GmbH,4800
2hoch10 E-Commerce und Consulting GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Columbiadamm 43, 10965 Berlin",Wirtschaft,Elektrofahrzeug,4000
2txt - natural language generation GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Sonnenburger Straße 64, 10437 Berlin",Wirtschaft,Erforschung und Implementierung emotionstragender linguistischer Strukturen in Produktbeschreibungen,20000
2txt - natural language generation GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Sonnenburger Straße 64, 10437 Berlin",Wirtschaft,"Erforschung und Implementierung von ""Key Facts"" in Produktbeschreibungen",20000
2txt - natural language generation UG (haftungsbeschränkt),"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Lychener Straße 39, 10437 Berlin",Wirtschaft,Entwicklung einer technologischen Infrastruktur für innovative Textgenerierung aus Daten des Business Intelligence,170000
2txt - natural language generation UG (haftungsbeschränkt),"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Lychener Straße 39, 10437 Berlin",Wirtschaft,Erforschung von Algorithmen zur Analyse von Finanzmarktdaten und einer Textgenerierung (B2txt),110076
2wheels4u GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Askanienring 97, 13587 Berlin",Arbeit,Lohnkostenzuschuss für 2wheels4u GmbH,933
35 services e. V.,Bezirksamt Mitte,Projektförderung,2020,"Lehrter Straße 35, 10557 Berlin",Stadtentwicklung,Nachbarschaftswerkstatt,45317
36. Deutscher Evangelischer Kirchentag Berlin 2017 e. V.,"Die/Der Beauftragte für Kirchen, Religions- und Weltanschauungsgemeinschaften",Projektförderung,2016,"Potsdamer Straße 180-182, 10783 Berlin","Kirchen, Religions-, Weltanschauungsgemeinschaften",Durchführung des 36. Deutschen Evangelischen Kirchentages in Berlin,2000000
36. Deutscher Evangelischer Kirchentag Berlin 2017 e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2017,"Potsdamer Straße 180-182, 10783 Berlin","Kirchen, Religions-, Weltanschauungsgemeinschaften",Durchführung des 36. Evangelischen Kirchentages in Berlin,6400000
36. Deutscher Evangelischer Kirchentag Berlin 2017 e. V.,Stiftung Deutsche Klassenlotterie Berlin,Projektförderung,2016,"Potsdamer Straße 180/182, 10783 Berlin","Kirchen, Religions-, Weltanschauungsgemeinschaften","Mitfinanzierung des Regionalen Kulturprogrammes der Landeskirche im Rahmen des 36. Deutschen Evangelischen Kirchentages vom 24.05. bis 28.05.2017 in Berlin, hier: Programmkosten juriertes Programm",215500
360 Digital Starters GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Ehrenbergstraße 2, 10245 Berlin",Wirtschaft,Plug-in-Hybrid,6000
360dialog GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Saarbrücker Straße 36-38, 10405 Berlin",Wirtschaft,Erweiterung einer Betriebsstätte,465570
3AM project berlin e. V.,Bezirksamt Treptow-Köpenick,Projektförderung,2020,"Am Flutgraben 3, 12435 Berlin",Kultur,Open House 2020 (Atelierhaus am Flutgraben 3) November 2020,5000
3AM project berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2017,"Am Flutgraben 3, 12435 Berlin",Kultur,"Veranstaltungsreihe ""3 AM Das Projekt""",70000
3B Pharmaceuticals GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Magnusstraße 11, 12489 Berlin",Wirtschaft,Errichtung einer Betriebsstätte,3938730
3B Pharmaceuticals GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Magnusstraße 11, 12489 Berlin",Wirtschaft,Erweiterung einer Betriebsstätte,414310
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,Coaching,2000
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,Messe Integrated Systems Europe 2018 vom 06. - 09.02.2018 in Amsterdam (NL),12000
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,Messeteilnahme Integrated Systems Europe 2017 vom 07. - 10.02.2017 in Amsterdam (NL),10666
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,EuroCIS 2019 Düsseldorf vom 19.02.-21.02.2019,3100
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,"Integrated Systems 2019, Amsterdam 5.2.-8.2.2019",12000
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,Integrated Systems Europe 2020 Amsterdam vom 03.02.-07.02.2020,12000
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,Integrated Systems Europe vom 02. bis 05.02.2021 in Barcelona,12000
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,Natürliche Sprachdialog-Steuerung für Orientierungs- und Wegeleitsysteme,20000
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,Coaching,2000
3d-berlin vr solutions GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Geisbergstraße 16, 10777 Berlin",Wirtschaft,"Integrated Systems Europe 2016, 09.02. - 12.02.2016 in Amsterdam",8938
3Dpartzz GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Pariser Platz 6a, 10117 Berlin",Wirtschaft,Unterstützung der Aufbauphase von Existenzgründungen und Startups,50000
3Dpartzz GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Pariser Platz 6a, 10117 Berlin",Wirtschaft,Technologie- und Wissenstransfer,12670
3Dpartzz GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Stubbenkammerstraße 7, 10437 Berlin",Wirtschaft,Digitalprämie Berlin,3500
3Dpartzz GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Stubbenkammerstraße 7, 10437 Berlin",Wirtschaft,Unterstützung der Aufbauphase von Existenzgründungen und Startups,50000
3medi GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Am Pfingstberg 20, 13467 Berlin",Wirtschaft,Coaching_1,2000
3medi GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Am Pfingstberg 20, 13467 Berlin",Wirtschaft,Coaching_2,4000
3medi GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Am Pfingstberg 20, 13467 Berlin",Wirtschaft,Coaching_3,4000
3pc GmbH / Neue Kommunikation,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Prinzessinnenstraße 1, 10969 Berlin",Arbeit,Lohnkostenzuschuss für 3pc GmbH / Neue Kommunikation,12000
3pc GmbH / Neue Kommunikation,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Prinzessinnenstraße 1, 10969 Berlin",Arbeit,Lohnkostenzuschuss für 3pc GmbH / Neue Kommunikation,12000
3pc GmbH Neue Kommunikation,Senatsverwaltung für Kultur und Europa,Projektförderung,2020,"Prinzessinenstraße 1, 10969 Berlin",Kultur,Plattform der Vernetzung und Solidarität für geschlossene Kultureinrchtungen,97953
3pc GmbH Neue Kommunikation,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Prinzessinnenstraße 1, 10696 Berlin",Wirtschaft,Coaching,1400
3pc GmbH Neue Kommunikation,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Prinzessinnenstraße 1, 10969 Berlin",Wirtschaft,Coaching,1400
3pc GmbH Neue Kommunikation,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Prinzessinnenstraße 1, 10969 Berlin",Wirtschaft,Produktdesigner/-in zur Implementierung und Umsetzung eines kontinuierlichen Entwicklungsprozesses für digitale Produkte,20000
3pc GmbH Neue Kommunikation,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Prinzessinnenstraße 1, 10969 Berlin",Wirtschaft,Elektrofahrzeug,4000
3pc GmbH Neue Kommunikation,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Prinzessinnenstraße 1, 10969 Berlin",Wirtschaft,Coaching,4000
3pc GmbH Neue Kommunikation,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Prinzessinnenstraße 1, 10969 Berlin",Wirtschaft,Erweiterte Produkt- und Wachstumsstrategie für die im Bereich der Content-Management-Systeme selbst entwickelten Technologien mit Fokus auf neue Geschäftsprozesse und -modelle,20000
